ᒥᓂᔅᑕ	ᒥᓂᔅᑕ
ᒥᔅᑕ	ᒥᔅᑕ
ᑖᒃᑯᐊ	ᑖᒃᑯᐊ
ᐊᒻᒪ	ᐊᒻᒪ
ᑕᒪᓐᓇ	ᑕᒪᓐᓇ
ᐊᖓᔪᖅᑳᖅ	ᐊᖓᔪᖅᑳᖅ
ᑕᒪᒃᑯᐊ	ᑕᒪᒃᑯᐊ
ᑕᐃᒃᑯᐊ	ᑕᐃᒃᑯᐊ
ᑕᐃᒪ	ᑕᐃᒪ
ᖃᓄᖅ	ᖃᓄᖅ
ᒫᓐᓇ	ᒫᓐᓇ
ᑰᓕ	ᑰ@ᓕ
ᒥᔅ	ᒥᔅ
ᐅᑲᓕᖅ	ᐅᑲᓕᖅ
ᐊᖏᖅᐳᒍᑦ	ᐊᖏᖅ@ᐳᒍᑦ
ᒥᔅᑐ	ᒥᔅᑐ
ᐃᓄᒃ	ᐃᓄᒃ
ᑕᒪᒃᑯᓂᖓ	ᑕᒪᒃᑯ@ᓂᖓ
ᑕᐃᒫᒃ	ᑕᐃᒫᒃ
ᑖᒃᑯᓄᖓ	ᑖᒃᑯ@ᓄᖓ
ᑕᒪᑐᒥᖓ	ᑕᒪᑐ@ᒥᖓ
ᒥᓕᐊᓐ	ᒥᓕᐊᓐ
ᑕᒪᒃᑯᓄᖓ	ᑕᒪᒃᑯ@ᓄᖓ
ᐅᓇ	ᐅᓇ
ᑖᒻᓴᓐ	ᑖᒻᓴᓐ
ᑕᕝᕙ	ᑕᕝᕙ
ᑕᒪᑐᒧᖓ	ᑕᒪᑐ@ᒧᖓ
ᐃᒪᓐᓇ	ᐃᒪᓐᓇ
ᒐᕙᒪᒃᑯᓐᓄᑦ	ᒐᕙᒪ@ᒃᑯᓐ@ᓄᑦ
ᓇᒻᒥᓂᖅ	ᓇᒻᒥᓂᖅ
ᑲᒪᒋᔭᓕᒃ	ᑲᒪ@ᒋ@ᔭ@ᓕᒃ
ᐊᖏᖅᐱᓯᐅᒃ	ᐊᖏᖅ@ᐱᓯᐅᒃ
ᐅᒡᔪᒃ	ᐅᒡᔪᒃ
ᑕᐅᓴᓐ	ᑕᐅᓴᓐ
ᒥᓂᔅᑕᒧᑦ	ᒥᓂᔅᑕ@ᒧᑦ
ᐊᒻᒪᑦᑕᐅᖅ	ᐊᒻᒪ@ᑦᑕᐅᖅ
ᓇᑦᑎᖅ	ᓇᑦᑎᖅ
ᓯᕗᓪᓕᖅᐹᖅ	ᓯᕗ@ᓪᓕᖅ@ᐹᖅ
ᒫᑦᓯ	ᒫᑦᓯ
ᑕᐃᒪᐃᒻᒪᑦ	ᑕᐃᒪᐃᒻ@ᒪᑦ
ᐊᕐᕌᒍᑕᒫᑦ	ᐊᕐᕌᒍ@ᑕᒫᑦ
ᓄᑕᕋᖅ	ᓄᑕᕋᖅ
ᑕᐃᒃᑯᓄᖓ	ᑕᐃᒃᑯ@ᓄᖓ
ᐱᖁᔭᒃᓴᖅ	ᐱ@ᖁ@ᔭ@ᒃᓴᖅ
ᐱᖓᔪᐊᓐᓂᒃ	ᐱᖓᔪᐊᓐ@ᓂᒃ
ᑕᐃᕕᑦ	ᑕᐃ@ᕕᑦ
ᐱᕙᓪᓕᐊᔪᓕᕆᓂᕐᒧᑦ	ᐱ@ᕙᓪᓕᐊ@ᔪ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᐊᖓᔪᖅᑳᑉ	ᐊᖓᔪᖅᑳ@ᑉ
ᐅᕙᖓ	ᐅᕙᖓ
ᐅᕙᒍᑦ	ᐅᕙᒍᑦ
ᐊᕙᑎᓕᕆᓂᕐᒧᑦ	ᐊᕙᑎ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᐊᕐᕌᒍᓄᑦ	ᐊᕐᕌᒍ@ᓄᑦ
ᖃᖓ	ᖃᖓ
ᐅᓪᓗᒥᒧᑦ	ᐅᓪᓗᒥ@ᒧᑦ
ᒐᕙᒪᒃᑯᓐᓂᑦ	ᒐᕙᒪ@ᒃᑯᓐ@ᓂᑦ
ᑭᐅᔾᔪᑎᒃ	ᑭᐅ@ᔾᔪᑎᒃ
ᐃᓚᖓᑦ	ᐃᓚ@ᖓᑦ
ᓄᑕᕋᒃ	ᓄ@ᑕ@ᕋᒃ
ᑕᒪᑐᒪ	ᑕᒪᑐ@ᒪ
ᐅᕙᑦᑎᓐᓄᑦ	ᐅᕙ@ᑦᑎᓐᓄᑦ
ᐅᕙᓐᓄᑦ	ᐅᕙ@ᓐᓄᑦ
ᐊᒥᓱᑦ	ᐊᒥᓱᑦ
ᑖᒃᑯᓇᓂ	ᑖᒃᑯ@ᓇᓂ
ᐱᒋᐊᖅᑎᑕᖅ	ᐱ@ᒋᐊᖅ@ᑎ@ᑕᖅ
ᒪᑯᐊ	ᒪᑯᐊ
ᒫᓐᓇᒧᑦ	ᒫᓐᓇ@ᒧᑦ
ᐅᓂᒃᑳᖅ	ᐅᓂᒃᑳᖅ
ᑲᔪᓯᕗᖅ	ᑲᔪᓯ@ᕗᖅ
ᒥᓂᔅᑕᖓᑦ	ᒥᓂᔅᑕ@ᖓᑦ
ᔫᓂ	ᔫᓂ
ᑕᒪᑐᒪᓂ	ᑕᒪᑐ@ᒪᓂ
ᓄᓇᕗᒻᒧᑦ	ᓄᓇᕗᒻ@ᒧᑦ
ᓲᖃᐃᒻᒪ	ᓲᖃᐃᒻᒪ
ᖃᓄᕐᓕ	ᖃᓄᕐ@ᓕ
ᓇᖕᒥᓂᖅ	ᓇᖕᒥᓂᖅ
ᐄᑐᐊᖅ	ᐄ@ᑐᐊᖅ
ᐊᑐᓂ	ᐊᑐᓂ
ᖃᐅᔨᒃᑲᐃᒍᑦ	ᖃᐅᔨ@ᒃᑲ@ᐃ@ᒍᑦ
ᑐᕌᖓᔪᑦ	ᑐᕌ@ᖓ@ᔪᑦ
ᑕᒪᓐᓇᓗ	ᑕᒪᓐᓇ@ᓗ
ᑕᒪᕐᒥᒃ	ᑕᒪᕐᒥᒃ
ᒪᑉᐱᒐᖅ	ᒪᑉᐱ@ᒐᖅ
ᐱᑯ	ᐱᑯ
ᑕᒪᐅᖓ	ᑕᒪ@ᐅᖓ
ᑖᒃᓱᒧᖓ	ᑖᒃᓱ@ᒧᖓ
ᑕᐃᒃᑯᐊᓗ	ᑕᐃᒃᑯᐊ@ᓗ
ᐊᒥᓱᓂᒃ	ᐊᒥᓱ@ᓂᒃ
ᐅᑯᓄᖓ	ᐅᑯ@ᓄᖓ
ᐱᖓᓱᑦ	ᐱᖓᓱᑦ
ᐅᖃᖅᑲᐅᒻᒪᑦ	ᐅᖃ@ᖅᑲᐅ@ᒻᒪᑦ
ᑖᒻᓇ	ᑖᒻᓇ
ᑭᒃᑯᑐᐃᓐᓇᕐᓄᑦ	ᑭᒃᑯ@ᑐᐃᓐᓇᕐ@ᓄᑦ
ᐃᖏᕐᕋᔪᓕᕆᓂᕐᒧᓪᓗ	ᐃᖏᕐᕋ@ᔪ@ᓕᕆ@ᓂᕐ@ᒧᓪ@ᓗ
ᐆᒥᖓ	ᐆ@ᒥᖓ
ᐊᕐᕌᒍᒧᑦ	ᐊᕐᕌᒍ@ᒧᑦ
ᑕᒪᔾᔭ	ᑕᒪᔾᔭ
ᐃᓕᖅᑯᓯᓕᕆᓂᕐᒧᑦ	ᐃᓕᖅᑯᓯ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᑕᓪᓕᒪᓄᑦ	ᑕᓪᓕᒪ@ᓄᑦ
ᐃᒻᒥᓂᒃ	ᐃᒻᒥᓂᒃ
ᐅᑐᐱᕆ	ᐅᑐᐱᕆ
ᒪᒃᐱᒐᖅ	ᒪᒃᐱ@ᒐᖅ
ᖃᓄᑐᐃᓐᓇᖅ	ᖃᓄ@ᑐᐃᓐᓇᖅ
ᒐᕙᒪᑐᖃᒃᑯᓐᓂᑦ	ᒐᕙᒪ@ᑐᖃ@ᒃᑯᓐ@ᓂᑦ
ᐊᓯᐊᓄᑦ	ᐊᓯ@ᐊᓄᑦ
ᐱᖁᔭᖅ	ᐱ@ᖁ@ᔭᖅ
ᓯᕗᓪᓕᖅᐹᒥᑦ	ᓯᕗ@ᓪᓕᖅ@ᐹ@ᒥᑦ
ᓱᕐᓗ	ᓱᕐᓗ
ᐅᕙᑦᑎᓐᓂᒃ	ᐅᕙ@ᑦᑎᓐᓂᒃ
ᐃᖏᕐᕋᔪᓕᕆᓂᕐᒧᑦ	ᐃᖏᕐᕋ@ᔪ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᒥᓂᔅᑕᖃᐃ	ᒥᓂᔅᑕ@ᖃᐃ
ᐊᑐᓂᑦ	ᐊᑐᓂᑦ
ᐱᓕᕆᕕᐅᔪᑦ	ᐱ@ᓕᕆ@ᕕ@ᐅ@ᔪᑦ
ᐱᖓᓱᓂᒃ	ᐱᖓᓱ@ᓂᒃ
ᓯᕗᓂᐊᒍᑦ	ᓯᕗᓂ@ᐊᒍᑦ
ᑐᕌᖓᔪᓂᒃ	ᑐᕌ@ᖓ@ᔪ@ᓂᒃ
ᑭᒃᑯᑦ	ᑭᒃᑯᑦ
ᐅᕙᓐᓂᒃ	ᐅᕙ@ᓐᓂᒃ
ᑕᒪᔅᓱᒥᖓ	ᑕᒪᔅᓱ@ᒥᖓ
ᑭᓱᓂᒃ	ᑭᓱ@ᓂᒃ
ᕿᔪᒃᑖᖅ	ᕿᔪᒃ@ᑖᖅ
ᑭᓇᑐᐃᓐᓇᖅ	ᑭᓇ@ᑐᐃᓐᓇᖅ
ᐃᓗᐊᓄᑦ	ᐃᓗ@ᐊᓄᑦ
ᖃᓄᕐᓗ	ᖃᓄᕐ@ᓗ
ᕕᕝᕗᐊᕆ	ᕕᕝᕗᐊᕆ
ᒐᕙᒪᑐᖃᒃᑯᓐᓄᑦ	ᒐᕙᒪ@ᑐᖃ@ᒃᑯᓐ@ᓄᑦ
ᒥᓂᔅᑕᖓᓄᑦ	ᒥᓂᔅᑕ@ᖓᓄᑦ
ᓈᒻᒪᒻᒪᑦ	ᓈᒻᒪᒻ@ᒪᑦ
ᐃᓄᓕᕆᓂᕐᒧᓪᓗ	ᐃᓄ@ᓕᕆ@ᓂᕐ@ᒧᓪ@ᓗ
ᐊᓯᐊᓂᒃ	ᐊᓯ@ᐊᓂᒃ
ᑕᖅᑲᒃᑯᓄᖓ	ᑕᖅᑲᒃᑯ@ᓄᖓ
ᐱᓕᕆᕕᒃ	ᐱ@ᓕᕆ@ᕕᒃ
ᒐᕙᒪᓕᕆᔨᒃᑯᓐᓄᑦ	ᒐᕙᒪ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᖃᓄᑭᐊᖅ	ᖃᓄ@ᑭᐊᖅ
ᑲᔪᓯᓗᑕ	ᑲᔪᓯ@ᓗᑕ
ᐱᖓᓱᓄᑦ	ᐱᖓᓱ@ᓄᑦ
ᒐᕙᒪᓕᕆᓂᕐᒧᑦ	ᒐᕙᒪ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᐱᖁᔭᔅᓴᖅ	ᐱ@ᖁ@ᔭ@ᔅᓴᖅ
ᐃᓄᓕᕆᓂᕐᒧᑦ	ᐃᓄ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᐊᕐᕌᒍᓂᑦ	ᐊᕐᕌᒍ@ᓂᑦ
ᑕᐃᒃᓱᒪᓂ	ᑕᐃᒃᓱ@ᒪᓂ
ᖃᐅᔨᓴᕐᓂᖅ	ᖃᐅᔨ@ᓴᕐ@ᓂᖅ
ᐊᓪᓛᑦ	ᐊᓪᓛᑦ
ᖃᒪᓂᑦᑐᐊᕐᒧᑦ	ᖃᒪᓂᑦᑐᐊᕐ@ᒧᑦ
ᒥᓂᔅᑕᐅᔪᒧᑦ	ᒥᓂᔅᑕ@ᐅ@ᔪ@ᒧᑦ
ᐊᕐᕌᒍᓂᒃ	ᐊᕐᕌᒍ@ᓂᒃ
ᒪᑉᐱᖅᑐᒐᖅ	ᒪᑉᐱᖅ@ᑐ@ᒐᖅ
ᐱᒻᒪᕆᐅᒻᒪᑦ	ᐱ@ᒻᒪᕆ@ᐅ@ᒻᒪᑦ
ᐱᕙᓪᓕᐊᔪᓕᕆᔨᒃᑯᓐᓄᑦ	ᐱ@ᕙᓪᓕᐊ@ᔪ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᒪᒃᑯᒃᑐᑦ	ᒪᒃᑯᒃ@ᑐᑦ
ᒫᔾᔨ	ᒫᔾᔨ
ᐊᒥᓱᓄᑦ	ᐊᒥᓱ@ᓄᑦ
ᐅᒃᐱᒃ	ᐅᒃᐱᒃ
ᒪᑯᓄᖓ	ᒪᑯ@ᓄᖓ
ᐃᓚᒋᔭᐅᔪᑦ	ᐃᓚ@ᒋ@ᔭ@ᐅ@ᔪᑦ
ᐅᖃᓚᐅᕐᒪᑦ	ᐅᖃ@ᓚᐅᕐ@ᒪᑦ
ᐊᓯᐊᒍᑦ	ᐊᓯ@ᐊᒍᑦ
ᑕᐃᒃᑯᐊᓕ	ᑕᐃᒃᑯᐊ@ᓕ
ᐊᐅᔭᖅ	ᐊᐅᔭᖅ
ᑕᒪᔅᓱᒧᖓ	ᑕᒪᔅᓱ@ᒧᖓ
ᐱᖓᔪᐊᑦ	ᐱᖓᔪᐊᑦ
ᐅᑭᐅᖅ	ᐅᑭᐅᖅ
ᒪᑯᓂᖓ	ᒪᑯ@ᓂᖓ
ᓴᖅᑭᑕᐅᔪᑦ	ᓴᖅᑭ@ᑕ@ᐅ@ᔪᑦ
ᑕᒪᓐᓇᖃᐃ	ᑕᒪᓐᓇ@ᖃᐃ
ᑖᑉᑯᐊ	ᑖᑉᑯᐊ
ᐱᖁᔭᕐᔪᐊᖅ	ᐱ@ᖁ@ᔭᕐ@ᔪᐊᖅ
ᐅᑉᓗᒥ	ᐅᑉᓗᒥ
ᑲᔪᓯᒋᑦ	ᑲᔪᓯ@ᒋᑦ
ᐃᓪᓗ	ᐃᓪᓗ
ᑐᙵᓱᒋᑦ	ᑐᙵ@ᓱ@ᒋᑦ
ᐃᓕᖅᑯᓯᓕᕆᔨᒃᑯᓐᓄᑦ	ᐃᓕᖅᑯᓯ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᕿᒥᕐᕈᓂᖅ	ᕿᒥᕐᕈ@ᓂᖅ
ᐱᖓᓱᓂᑦ	ᐱᖓᓱ@ᓂᑦ
ᐊᕙᑎᓕᕆᔨᒃᑯᓐᓄᑦ	ᐊᕙᑎ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᐊᐃᐳᕈ	ᐊᐃᐳᕈ
ᓯᕗᒧᑦ	ᓯᕗ@ᒧᑦ
ᑭᓯᒥ	ᑭᓯᒥ
ᖃᐅᔨᓴᕐᓂᕐᒧᑦ	ᖃᐅᔨ@ᓴᕐ@ᓂᕐ@ᒧᑦ
ᑭᓇ	ᑭᓇ
ᑭᓱᒧᑦ	ᑭᓱ@ᒧᑦ
ᖃᐅᔨᒪᔪᒍᑦ	ᖃᐅᔨᒪ@ᔪᒍᑦ
ᑭᒃᑯᓕᒫᓄᑦ	ᑭᒃᑯ@ᓕᒫ@ᓄᑦ
ᑭᓱᒥᒃ	ᑭᓱ@ᒥᒃ
ᐃᓚᒌᓄᑦ	ᐃᓚ@ᒌ@ᓄᑦ
ᐊᒻᒪᑕᐅᖅ	ᐊᒻᒪ@ᑕᐅᖅ
ᑕᒪᒃᓱᒥᖓ	ᑕᒪᒃᓱ@ᒥᖓ
ᐊᐱᕆᖕᒪᑦ	ᐊᐱᕆ@ᖕᒪᑦ
ᑕᒪᓐᓇᓕ	ᑕᒪᓐᓇ@ᓕ
ᓯᕗᓪᓕᖅ	ᓯᕗ@ᓪᓕᖅ
ᖁᔭᓐᓇᒦᖅᐸᕋᓗ	ᖁᔭᓐᓇᒦᖅ@ᐸᕋ@ᓗ
ᐅᑭᐅᓂᒃ	ᐅᑭᐅ@ᓂᒃ
ᖃᓄᒃᑲᓐᓂᖅ	ᖃᓄ@ᒃᑲᓐᓂᖅ
ᒐᕙᒪ	ᒐᕙᒪ
ᐃᓪᓗᒧᑦ	ᐃᓪᓗ@ᒧᑦ
ᒪᑖᒻ	ᒪᑖᒻ
ᐊᕐᓇᖅ	ᐊᕐᓇᖅ
ᑲᒥᓴᓇ	ᑲᒥᓴᓇ
ᑖᒃᑯᐊᑦᑕᐅᖅ	ᑖᒃᑯᐊ@ᑦᑕᐅᖅ
ᐱᓕᕆᓂᕐᒧᑦ	ᐱ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᐅᓪᓛᖅ	ᐅᓪᓛᖅ
ᐊᒥᓱᓂᑦ	ᐊᒥᓱ@ᓂᑦ
ᒐᕙᒪᑐᖃᒃᑯᓐᓂᒃ	ᒐᕙᒪ@ᑐᖃ@ᒃᑯᓐ@ᓂᒃ
ᐃᒃᑯᐊ	ᐃᒃᑯᐊ
ᒪᓐᓇ	ᒪᓐᓇ
ᑕᒡᕙ	ᑕᒡᕙ
ᑕᒪᒃᓱᒧᖓ	ᑕᒪᒃᓱ@ᒧᖓ
ᐱᓕᕆᕕᖓᑦ	ᐱ@ᓕᕆ@ᕕ@ᖓᑦ
ᐅᑎᕐᓂᖅ	ᐅᑎᕐ@ᓂᖅ
ᑖᑉᓱᒥᖓ	ᑖᑉᓱ@ᒥᖓ
ᓴᓇᔪᓕᕆᔨᒃᑯᓐᓄᑦ	ᓴᓇ@ᔪ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᒐᕙᒪᒃᑯᓐᓄᓪᓗ	ᒐᕙᒪ@ᒃᑯᓐ@ᓄᓪ@ᓗ
ᐅᕝᕙ	ᐅᕝᕙ
ᑕᕆᐅᑉ	ᑕᕆᐅ@ᑉ
ᐃᖏᕐᕋᔪᓕᕆᔨᒃᑯᓐᓄᑦ	ᐃᖏᕐᕋ@ᔪ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᒐᕙᒪᒃᑯᓐᓂᒃ	ᒐᕙᒪ@ᒃᑯᓐ@ᓂᒃ
ᑕᖅᑲᒃᑯᐊ	ᑕᖅᑲᒃᑯᐊ
ᓄᓇᕗᒻᒥᑦ	ᓄᓇᕗᒻ@ᒥᑦ
ᑖᒃᑯᐊᒎᖅ	ᑖᒃᑯᐊ@ᒎᖅ
ᑕᒪᑦᓱᒥᖓ	ᑕᒪᑦᓱ@ᒥᖓ
ᐅᖃᓚᐅᕋᒪ	ᐅᖃ@ᓚᐅ@ᕋᒪ
ᑕᐃᒪᖃᐃ	ᑕᐃᒪ@ᖃᐃ
ᒐᕙᒪᒃᑯᓄᓪᓗ	ᒐᕙᒪ@ᒃᑯ@ᓄᓪ@ᓗ
ᐄᐳᕈ	ᐄᐳᕈ
ᐅᕙᖓᑦᑕᐅᖅ	ᐅᕙᖓ@ᑦᑕᐅᖅ
ᐅᓐᓄᒃ	ᐅᓐᓄᒃ
ᑕᒪᒃᑯᓇᓂ	ᑕᒪᒃᑯ@ᓇᓂ
ᐱᖁᔭᒃᓴᑦ	ᐱ@ᖁ@ᔭ@ᒃᓴ@ᑦ
ᐊᖓᔪᖅᑳᒧᑦ	ᐊᖓᔪᖅᑳ@ᒧᑦ
ᓈᒻᒪᑉᐳᖅ	ᓈᒻᒪᑉ@ᐳᖅ
ᐱᓕᕆᕝᕕᒃ	ᐱ@ᓕᕆ@ᕝᕕᒃ
ᐅᓪᓗᖅ	ᐅᓪᓗᖅ
ᓇᓕᐊᑐᐃᓐᓇᖅ	ᓇᓕᐊ@ᑐᐃᓐᓇᖅ
ᑖᒃᑯᓇᙵᑦ	ᑖᒃᑯ@ᓇᙵᑦ
ᐊᕿᐊᕈᖅ	ᐊᕿᐊᕈᖅ
ᑕᖅᑭᑕᒫᑦ	ᑕᖅᑭ@ᑕᒫᑦ
ᑕᐃᒪᐃᓐᓂᖓᓄᑦ	ᑕᐃᒪᐃᓐ@ᓂ@ᖓᓄᑦ
ᓯᓚ	ᓯᓚ
ᓲᖅ	ᓲᖅ
ᓇᑭᑦ	ᓇᑭᑦ
ᐅᑭᐊᒃᓵᖅ	ᐅᑭᐊᒃᓵᖅ
ᑭᕙᓪᓕᕐᒧᑦ	ᑭᕙᓪᓕᕐ@ᒧᑦ
ᐊᖏᖅᐳᑦ	ᐊᖏᖅ@ᐳᑦ
ᑐᕌᖓᔪᓂᑦ	ᑐᕌ@ᖓ@ᔪ@ᓂᑦ
ᐸᕐᓇᐅᑎᒃ	ᐸᕐᓇ@ᐅᑎᒃ
ᐊᖏᔪᒥᒃ	ᐊᖏ@ᔪ@ᒥᒃ
ᓂᕿᓂᒃ	ᓂᕿ@ᓂᒃ
ᖄᒃᑲᓐᓂᐊᒍᑦ	ᖄ@ᒃᑲᓐᓂ@ᐊᒍᑦ
ᐃᓕᔅᓯᓐᓄᑦ	ᐃᓕ@ᔅᓯᓐᓄᑦ
ᐃᓱᒪᓕᕆᓂᕐᒧᑦ	ᐃᓱᒪ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᑕᓪᓕᒪᓂᒃ	ᑕᓪᓕᒪ@ᓂᒃ
ᑭᕙᓪᓕᖅ	ᑭᕙᓪᓕᖅ
ᐊᕐᕌᒍᐊᓄᑦ	ᐊᕐᕌᒍ@ᐊᓄᑦ
ᓇᒧᑦ	ᓇᒧᑦ
ᐅᓄᖅᑐᑦ	ᐅᓄᖅ@ᑐᑦ
ᐅᓂᒃᑳᓕᐊᖅ	ᐅᓂᒃᑳ@ᓕᐊᖅ
ᐊᖏᖅᐱᑖ	ᐊᖏᖅ@ᐱᑖ
ᐃᒡᓗ	ᐃᒡᓗ
ᑕᒪᔅᓱᒪ	ᑕᒪᔅᓱ@ᒪ
ᐱᒻᒪᕆᐅᕗᖅ	ᐱ@ᒻᒪᕆ@ᐅ@ᕗᖅ
ᖃᐅᔨᒪᔪᑦ	ᖃᐅᔨᒪ@ᔪᑦ
ᐸᐃᑉᐹᑦ	ᐸᐃ@ᑉ@ᐹᑦ
ᐸᕐᓇᐅᑦ	ᐸᕐᓇ@ᐅᑦ
ᑕᒪᓐᓇᑦᑕᐅᖅ	ᑕᒪᓐᓇ@ᑦᑕᐅᖅ
ᕿᒥᕐᕈᓂᕐᒧᑦ	ᕿᒥᕐᕈ@ᓂᕐ@ᒧᑦ
ᖃᒪᓂᑦᑐᐊᖅ	ᖃᒪᓂᑦᑐᐊᖅ
ᑲᓇᑕ	ᑲᓇᑕ
ᐃᒥᕐᒧᑦ	ᐃᒥᕐ@ᒧᑦ
ᐱᒋᐊᖅᑎᑕᒧᑦ	ᐱ@ᒋᐊᖅ@ᑎ@ᑕ@ᒧᑦ
ᐅᐱᕐᖔᖅ	ᐅᐱᕐᖔᖅ
ᐅᖃᕋᑖᕐᒪᑦ	ᐅᖃ@ᕋᑖᕐ@ᒪᑦ
ᑕᐃᒪᑦᑕᐅᖅ	ᑕᐃᒪ@ᑦᑕᐅᖅ
ᓴᓂᑭᓗᐊᖅ	ᓴᓂᑭᓗᐊᖅ
ᓄᓇ	ᓄᓇ
ᖃᖓᑐᐃᓐᓇᖅ	ᖃᖓ@ᑐᐃᓐᓇᖅ
ᐃᓗᐊᒍᑦ	ᐃᓗ@ᐊᒍᑦ
ᐊᒡᓛᑦ	ᐊᒡᓛᑦ
ᖁᔭᓐᓇᒦᕆᕙᕋ	ᖁᔭᓐᓇᒦ@ᕆ@ᕙᕋ
ᒥᑦᑎᒪᑕᓕᒃ	ᒥᑦᑎᒪᑕᓕᒃ
ᓄᓇᒧᑦ	ᓄᓇ@ᒧᑦ
ᐱᓕᕆᕝᕕᖓᑦ	ᐱ@ᓕᕆ@ᕝᕕ@ᖓᑦ
ᐊᖏᖅᑕᐅᔪᒪᓪᓗᓂ	ᐊᖏᖅ@ᑕ@ᐅ@ᔪᒪ@ᓪᓗᓂ
ᐅᑉᐱᒃ	ᐅᑉᐱᒃ
ᒫᔅᓯ	ᒫᔅᓯ
ᑕᐃᒫᑦᑕᐅᖅ	ᑕᐃᒫᑦ@ᑕᐅᖅ
ᐱᖓᓐᓇᖓᓄᑦ	ᐱ@ᖓ@ᓐᓇ@ᖓᓄᑦ
ᐱᓕᕆᕕᒻᒧᑦ	ᐱ@ᓕᕆ@ᕕᒻ@ᒧᑦ
ᐃᓕᓐᓄᑦ	ᐃᓕ@ᓐᓄᑦ
ᐱᓕᕆᕕᐊ	ᐱ@ᓕᕆ@ᕕ@ᐊ
ᑭᐅᕙᓐ	ᑭᐅ@ᕙᓐ
